async,2048,632200
sync,2048,928300
async,2048,681400
sync,2048,938300
async,2048,762700
sync,2048,1232600
async,2048,675200
sync,2048,910600
async,2048,647500
sync,2048,871400
async,2048,746300
sync,2048,691600
async,2048,682200
sync,2048,757000
async,2048,671500
sync,2048,669800
async,2048,653800
sync,2048,711200
async,2048,668300
sync,2048,682600
async,2048,623700
sync,2048,722000
async,2048,616800
sync,2048,718300
async,2048,798000
sync,2048,686000
async,2048,628600
sync,2048,708300
async,2048,662200
sync,2048,736900
async,2048,643100
sync,2048,676900
async,2048,616700
sync,2048,691300
async,2048,627000
sync,2048,831500
async,2048,856800
sync,2048,891500
async,2048,602800
sync,2048,636700
async,2048,609800
sync,2048,679700
async,2048,683400
sync,2048,687400
async,2048,596800
sync,2048,676100
async,2048,627400
sync,2048,657500
async,2048,618900
sync,2048,650100
async,2048,578600
sync,2048,647300
async,2048,698800
sync,2048,683500
async,2048,612400
sync,2048,661800
async,2048,595300
sync,2048,644800
async,2048,640200
sync,2048,625600
async,2048,608900
sync,2048,679300
async,2048,610400
sync,2048,640600
async,2048,604200
sync,2048,665200
async,2048,605400
sync,2048,650000
async,2048,612800
sync,2048,650900
async,2048,648700
sync,2048,650500
async,2048,1437900
sync,2048,728200
async,2048,608600
sync,2048,663800
async,2048,610400
sync,2048,750100
async,2048,761400
sync,2048,661400
async,2048,577700
sync,2048,625200
async,2048,600300
sync,2048,775000
async,2048,588100
sync,2048,657400
async,2048,619100
sync,2048,987800
async,2048,619800
sync,2048,668300
async,2048,611400
sync,2048,710700
async,2048,619800
sync,2048,665000
async,2048,617000
sync,2048,662400
async,2048,602600
sync,2048,633000
async,2048,609200
sync,2048,698900
async,2048,609700
sync,2048,659700
async,2048,669000
sync,2048,626300
async,2048,617800
sync,2048,628400
async,2048,668300
sync,2048,616700
async,2048,623000
sync,2048,665800
async,2048,616300
sync,2048,662500
async,2048,644300
sync,2048,618200
async,2048,624100
sync,2048,666300
async,2048,616900
sync,2048,814200
async,2048,754900
sync,2048,643000
async,2048,624300
sync,2048,632700
async,2048,623600
sync,2048,629200
async,2048,649300
sync,2048,663300
async,2048,591400
sync,2048,673300
async,2048,649500
sync,2048,634700
async,2048,585000
sync,2048,626400
async,2048,592300
sync,2048,647900
async,2048,696000
sync,2048,739400
async,2048,1012700
sync,2048,635000
async,2048,631200
sync,2048,706700
async,2048,616900
sync,2048,683700
async,2048,654000
sync,2048,661900
async,2048,625300
sync,2048,647400
async,2048,681400
sync,2048,657700
async,2048,981000
sync,2048,757300
async,2048,619100
sync,2048,690100
async,2048,728100
sync,2048,645800
async,2048,612400
sync,2048,704500
async,2048,622100
sync,2048,647700
async,2048,594800
sync,2048,636500
async,2048,692700
sync,2048,665700
async,2048,658700
sync,2048,702100
async,2048,618700
sync,2048,676800
async,2048,588300
sync,2048,656100
async,2048,646500
sync,2048,648300
async,2048,611200
sync,2048,688500
async,2048,638500
sync,2048,673300
async,2048,657800
sync,2048,600100
async,2048,760200
sync,2048,712800
async,2048,668200
sync,2048,625000
async,2048,595800
sync,2048,665500
async,2048,692700
sync,2048,621800
async,2048,626900
sync,2048,637700
async,2048,678200
sync,2048,634400
async,2048,574100
sync,2048,667400
async,2048,647200
sync,2048,653000
async,2048,925100
sync,2048,648500
async,2048,603900
sync,2048,661300
async,2048,608500
sync,2048,651900
async,2048,607500
sync,2048,624500
async,2048,643900
sync,2048,704700
async,2048,595300
sync,2048,609500
async,2048,579100
sync,2048,788000
async,2048,573100
sync,2048,855600
async,2048,626000
sync,2048,637700
async,2048,606700
sync,2048,633100
async,2048,571500
sync,2048,699400
async,2048,628000
sync,2048,622000
async,2048,627200
sync,2048,624900
async,2048,597600
